Horodate;Mois;Injection RTE (W);Refoulement RTE (W);Pertes modélisées (W);Consommations totale (W);Consommation totale télérelevée (W);Consommation totale profilée (W);Consommation HTA profilée (W);Consommation PME-PMI profilée (W);Consommation professionnelle profilée (W);Consommation résidentielle profilée (W);Production décentralisée totale (W);Production décentralisée télérelevée à courbe de charge (W);Production décentralisée profilée (W);Production photovoltaïque profilée (W);Production autre profilée (W);Température réalisée lissée (°C);Température normale lissée (°C);Production éolienne totale (W);Production photovoltaïque totale (W);Pseudo rayonnement;Consommation HTA totale (W);Soutirage net vers autres GRD (W)
2019-07-01T17:00:00+02:00;7;35128983000.0;957223000.0;2288800774.0;37977020055.0;14468042787.0;23508977268.0;1713384155.0;6579740907.0;4491521906.0;10724330301.0;6371229929.0;4351765041.0;2019464888.0;2006646217.0;1023807.0;24.8;22.2;1700964333.0;3612476602.0;66;16181426942.0;277169100.0
2019-07-01T19:00:00+02:00;7;36575441000.0;1056996000.0;2296189328.0;37839656773.0;13406221122.0;24433435651.0;1521550954.0;5443799551.0;3918388462.0;13549696683.0;4898700118.0;4160279360.0;738420758.0;725567380.0;1023807.0;24.3;21.8;2459465333.0;1343829335.0;62;14927772076.0;281299017.0
2019-07-02T06:30:00+02:00;7;30206588000.0;781949000.0;1835597024.0;30334931444.0;12868092344.0;17466839100.0;1519956114.0;4330281425.0;2780970794.0;8835630767.0;2998205735.0;2921887024.0;76318711.0;63646364.0;1044449.0;22.2;19.6;1824295333.0;116281801.0;72;14388048458.0;252316267.0
2019-07-02T07:00:00+02:00;7;32102669000.0;696417000.0;1939411406.0;32326872966.0;13383920637.0;18942952329.0;1738987639.0;4735629249.0;3059223380.0;9409112061.0;3128038139.0;2951942439.0;176095700.0;163388322.0;1044449.0;22.1;19.5;1752098000.0;314561423.0;74;15122908276.0;268005767.0
2019-07-02T12:00:00+02:00;7;38298515000.0;782792000.0;2513900470.0;41459331067.0;15176408849.0;26282922218.0;1995321140.0;7161186024.0;4976624501.0;12149790553.0;6765790653.0;4016358960.0;2749431693.0;2736548329.0;1044449.0;23.5;20.8;736485000.0;4981958024.0;74;17171729989.0;308282116.0
2019-07-03T06:30:00+02:00;7;29176930000.0;2097003000.0;1888526375.0;30043191907.0;12921428343.0;17121763564.0;1497078282.0;4366290746.0;2743947419.0;8514447117.0;5070228965.0;4994034560.0;76194405.0;64077145.0;1044449.0;21.7;19.7;3887085333.0;115335869.0;69;14418506625.0;218437683.0
2019-07-03T10:00:00+02:00;7;35668932000.0;1493247000.0;2404842489.0;39150814350.0;15278958090.0;23871856260.0;1971723317.0;7357309504.0;4724850465.0;9817972973.0;7658861055.0;5702613151.0;1956247904.0;1943410533.0;1044449.0;22.2;19.9;2709514667.0;3868334818.0;81;17250681407.0;278889216.0
2019-07-03T16:00:00+02:00;7;34974157000.0;1776141000.0;2434942586.0;39394819563.0;15233214209.0;24161605354.0;1857902053.0;7115785925.0;4744323468.0;10443593908.0;8888493399.0;6257929393.0;2630564006.0;2617772381.0;1044449.0;25.0;22.2;2873650333.0;4965074028.0;83;17091116262.0;256747250.0
2019-07-03T16:30:00+02:00;7;34682832000.0;1807331000.0;2402560198.0;38878325358.0;15042882117.0;23835443241.0;1859400438.0;6934922630.0;4766693827.0;10274426346.0;8661196073.0;6223276222.0;2437919851.0;2424839041.0;1044449.0;25.1;22.3;3073541000.0;4535232935.0;82;16902282555.0;255811517.0
2019-07-03T17:30:00+02:00;7;34437460000.0;1857498000.0;2349548993.0;37998299726.0;14504788752.0;23493510974.0;1754183835.0;6490705582.0;4744178500.0;10504443058.0;8018932369.0;6133210647.0;1885721722.0;1872594767.0;1044449.0;25.1;22.3;3493194667.0;3446318778.0;78;16258972587.0;251045650.0
2019-07-03T20:30:00+02:00;7;33534137000.0;2152057000.0;2168954741.0;34751968431.0;12394402139.0;22357566292.0;1466027998.0;4528745697.0;3358609597.0;13004183000.0;5785765655.0;5640363790.0;145401865.0;132368939.0;1044449.0;23.9;21.3;4435345000.0;246828343.0;65;13860430137.0;246922483.0
2019-07-03T23:30:00+02:00;7;35079694000.0;2812674000.0;2304505323.0;36140871315.0;11356091601.0;24784779714.0;1450580346.0;3598079979.0;3720157328.0;16015962061.0;6453855955.0;6440417460.0;13438495.0;0.0;1044449.0;22.3;20.3;5370840667.0;488040.0;69;12806671947.0;275499317.0
2019-07-04T05:30:00+02:00;7;26677279000.0;2231301000.0;1767389860.0;27623626468.0;12023258203.0;15600368265.0;1528221161.0;3609949400.0;2848196921.0;7614000782.0;5128097361.0;5109332500.0;18764861.0;7200369.0;462331.0;21.6;19.8;4016446333.0;7810742.0;90;13551479364.0;183059033.0
2019-07-04T09:00:00+02:00;7;35424328000.0;800546000.0;2256122673.0;37555357642.0;14934503024.0;22620854618.0;1963353733.0;6898161331.0;4458875119.0;9300464435.0;5472486365.0;4143631313.0;1328855052.0;1316953884.0;462331.0;21.6;19.7;1659092333.0;2728403095.0;97;16897856757.0;284788050.0
2019-07-04T10:00:00+02:00;7;36318653000.0;877045000.0;2369584918.0;39256781069.0;15389449148.0;23867331921.0;2051379501.0;7417896684.0;4933507764.0;9464547973.0;6471950187.0;4403334345.0;2068615842.0;2056597317.0;462331.0;22.1;20.0;1263112333.0;4121395270.0;97;17440828649.0;287192200.0
2019-07-04T12:00:00+02:00;7;37444400000.0;1365821000.0;2566463319.0;41648274538.0;15373664529.0;26274610009.0;1946809932.0;7071664827.0;5069917121.0;12186218128.0;8417312440.0;5463771802.0;2953540638.0;2941335295.0;462331.0;23.7;20.9;1527966333.0;5803608148.0;98;17320474461.0;281153583.0
2019-07-04T12:30:00+02:00;7;38008466000.0;1392794000.0;2613327877.0;42265101546.0;15243541218.0;27021560328.0;1952134074.0;6712104400.0;4891017226.0;13466304627.0;8540725023.0;5512447918.0;3028277105.0;3015932507.0;462331.0;24.0;21.2;1499286333.0;5961063496.0;98;17195675292.0;277967600.0
2019-07-04T14:00:00+02:00;7;37621452000.0;1229299000.0;2561744332.0;41739815548.0;15682606612.0;26057208936.0;2019010766.0;7273927744.0;5037458191.0;11726812235.0;8188129963.0;5091015810.0;3097114153.0;3084909134.0;462331.0;25.1;21.9;1031037995.0;6075393155.0;98;17701617378.0;278723083.0
2019-07-04T15:00:00+02:00;7;36924472000.0;1104681000.0;2488303219.0;40845300330.0;15613637184.0;25231663146.0;1969087214.0;7206784745.0;4966070065.0;11089721123.0;7783077449.0;4800847622.0;2982229827.0;2969804041.0;462331.0;25.4;22.1;856653301.0;5840287283.0;97;17582724398.0;269264900.0
2019-07-04T17:00:00+02:00;7;35763537000.0;790611000.0;2328491774.0;38785280464.0;14910186239.0;23875094225.0;1824713303.0;6701398104.0;5002180256.0;10346802562.0;6406659704.0;4096428065.0;2310231639.0;2297770465.0;462331.0;26.1;22.5;854373648.0;4457324090.0;96;16734899542.0;265813466.0
2019-07-04T21:30:00+02:00;7;34689977000.0;741628000.0;2075425523.0;34604127193.0;11990833803.0;22613293390.0;1452684636.0;4248884548.0;3434118398.0;13477605809.0;3003100383.0;2974870202.0;28230181.0;16200092.0;462331.0;24.0;20.9;1857983333.0;24119503.0;90;13443518439.0;271896667.0
2019-07-04T23:00:00+02:00;7;37536164000.0;1009968000.0;2284800942.0;37597597541.0;11657528897.0;25940068644.0;1544207500.0;3789903617.0;3989579506.0;16616378021.0;3679072466.0;3667146816.0;11925650.0;0.0;462331.0;23.1;20.4;2545054000.0;2646040.0;91;13201736397.0;322869983.0
2019-07-05T02:30:00+02:00;7;28420306000.0;961019000.0;1750845042.0;28524025214.0;10937821316.0;17586203898.0;1396225399.0;3256462635.0;3382658093.0;9550857770.0;3037092390.0;3025248833.0;11843557.0;0.0;462331.0;22.6;20.1;1909633333.0;485283.0;96;12334046715.0;221509134.0
2019-07-05T14:00:00+02:00;7;38617250000.0;1122690000.0;2571711412.0;41965734007.0;15363164876.0;26602569131.0;1898550322.0;7041222942.0;5199201138.0;12463594728.0;7328495852.0;4307433912.0;3021061940.0;3008878041.0;462331.0;26.2;21.9;289667921.0;5942688699.0;84;17261715198.0;285610433.0
2019-07-05T15:00:00+02:00;7;37671371000.0;1005557000.0;2487057776.0;40911024731.0;15208142829.0;25702881902.0;1820032858.0;6835223138.0;5113594121.0;11934031785.0;7007795140.0;4125078122.0;2882717018.0;2870451761.0;462331.0;26.6;22.1;337067958.0;5588432186.0;82;17028175687.0;275526633.0
2019-07-05T15:30:00+02:00;7;37187580000.0;1043536000.0;2451847782.0;40368812170.0;15082106482.0;25286705688.0;1835830697.0;6761892074.0;5107743498.0;11581239420.0;6951410185.0;4153212611.0;2798197574.0;2785897443.0;462331.0;26.7;22.2;422903000.0;5455381389.0;81;16917937179.0;274794233.0
2019-07-05T16:00:00+02:00;7;36609718000.0;1014405000.0;2398894917.0;39620899401.0;14837823233.0;24783076168.0;1759778717.0;6612833454.0;5132888521.0;11277575477.0;6697715585.0;4085135621.0;2612579964.0;2600315316.0;462331.0;26.9;22.3;522860333.0;5102036231.0;81;16597601950.0;273234267.0
2019-07-05T16:30:00+02:00;7;36290653000.0;934087000.0;2357049806.0;39072476578.0;14630657547.0;24441819031.0;1766406524.0;6432190898.0;5106481885.0;11136739724.0;6343399567.0;3923713207.0;2419686360.0;2407248077.0;462331.0;27.1;22.4;560142000.0;4706089661.0;80;16397064071.0;270439183.0
2019-07-05T17:30:00+02:00;7;36433224000.0;705458000.0;2308447139.0;38514526360.0;14187854643.0;24326671717.0;1677098973.0;6132846908.0;5075369032.0;11441356805.0;5370378832.0;3475045236.0;1895333596.0;1882942065.0;462331.0;27.2;22.4;600291000.0;3694085456.0;79;15864953616.0;275171333.0
2019-07-05T21:30:00+02:00;7;34350877000.0;492677000.0;2018633004.0;33911023615.0;11394613928.0;22516409687.0;1333726680.0;4205300180.0;3535984717.0;13441398110.0;2326133336.0;2296647223.0;29486113.0;17155962.0;462331.0;24.9;21.0;1211606000.0;23820047.0;81;12728340608.0;254676717.0
2019-07-05T23:00:00+02:00;7;37777445000.0;527382000.0;2227846073.0;37205798922.0;10954265634.0;26251533288.0;1422968150.0;3797160929.0;4114567187.0;16916837022.0;2507266028.0;2495076344.0;12189684.0;0.0;462331.0;24.0;20.5;1404512333.0;2218040.0;85;12377233784.0;323684033.0
2019-07-06T03:00:00+02:00;7;27231123000.0;328780000.0;1707998920.0;26711410164.0;9762293737.0;16949116427.0;1145104595.0;3308178496.0;3505496585.0;8990336751.0;1746107101.0;1737124734.0;8982367.0;0.0;730475.0;23.6;20.1;626938333.0;479040.0;81;10907398332.0;229041017.0
2019-07-06T03:30:00+02:00;7;26410308000.0;323919000.0;1656639104.0;25894222306.0;9636691815.0;16257530491.0;1139115585.0;3276799718.0;3421317210.0;8420297978.0;1689808326.0;1680905327.0;8902999.0;0.0;730475.0;23.5;20.1;571129667.0;483597.0;80;10775807400.0;225335916.0
2019-07-06T06:00:00+02:00;7;25468306000.0;373554000.0;1603020551.0;24955547845.0;9667327434.0;15288220411.0;1028636858.0;3672415825.0;2690975645.0;7896192083.0;1682710746.0;1649008773.0;33701973.0;24833383.0;730475.0;23.3;19.9;534383333.0;30410906.0;74;10695964292.0;218894350.0
2019-07-06T09:00:00+02:00;7;30062160000.0;487363000.0;2021822438.0;31020736456.0;10443335585.0;20577400871.0;1136631493.0;4956264240.0;3921703768.0;10562801370.0;3719357361.0;2688491143.0;1030866218.0;1022238173.0;730475.0;23.1;19.8;386069333.0;2237377196.0;71;11579967078.0;251595467.0
2019-07-06T09:30:00+02:00;7;30771846000.0;583755000.0;2114469245.0;32107827776.0;10597306177.0;21510521599.0;1149086565.0;5212999182.0;4185104589.0;10963331263.0;4292761654.0;2947301532.0;1345460122.0;1336689597.0;730475.0;23.3;19.9;323741000.0;2874862720.0;73;11746392742.0;258555633.0
2019-07-06T12:30:00+02:00;7;33782158000.0;1094826000.0;2550901296.0;36622604690.0;10635982319.0;25986622371.0;1104116280.0;5170902732.0;4370293339.0;15341310019.0;6759375736.0;4218823687.0;2540552049.0;2531882647.0;730475.0;25.3;21.3;301701667.0;5375456906.0;83;11740098599.0;273201750.0
2019-07-06T15:00:00+02:00;7;30760649000.0;1221458000.0;2319598271.0;33942134164.0;10624626031.0;23317508133.0;1004595699.0;5117441403.0;4164930915.0;13030540116.0;6964174235.0;4488428188.0;2475746047.0;2467030984.0;730475.0;26.4;22.2;545732333.0;5346207303.0;82;11629221730.0;241632800.0
2019-07-07T00:30:00+02:00;7;29645677000.0;715126000.0;1920583743.0;29436987660.0;8521861290.0;20915126370.0;866173340.0;3399964855.0;3768064606.0;12880923569.0;2694323937.0;2685310221.0;9013716.0;0.0;730475.0;24.0;20.5;1617683000.0;1932617.0;64;9388034630.0;267303534.0
2019-07-07T11:30:00+02:00;7;28494493000.0;1141597000.0;2092738586.0;31256217417.0;9131619164.0;22124598253.0;874548922.0;4280675571.0;3393467024.0;13575906737.0;6241407453.0;4046759977.0;2194647476.0;2185733602.0;730475.0;23.6;20.9;551889000.0;4633087695.0;69;10006168086.0;245347450.0
2019-07-07T17:00:00+02:00;7;26228274000.0;1441287000.0;1930040619.0;28842529214.0;9146365591.0;19696163623.0;859296021.0;3978810781.0;3125942380.0;11732114441.0;6196052650.0;4557512725.0;1638539925.0;1630141214.0;730475.0;25.4;22.7;1498219333.0;3662268837.0;58;10005661612.0;210469817.0
2019-07-08T00:00:00+02:00;7;31294573000.0;932545000.0;1908696088.0;31504770520.0;8767002638.0;22737767882.0;879991981.0;3291931070.0;3641540174.0;14924304657.0;3332131141.0;3325353724.0;6777417.0;0.0;730475.0;22.9;20.5;2274159667.0;55597.0;60;9646994619.0;280692533.0
2019-07-08T00:30:00+02:00;7;28537721000.0;1012014000.0;1769411141.0;28816277448.0;8715041381.0;20101236067.0;886483289.0;3227868890.0;3502333394.0;12484550495.0;3306731739.0;3299916148.0;6815591.0;0.0;730475.0;22.9;20.5;2247792667.0;39950.0;60;9601524670.0;246750150.0
2019-07-08T03:00:00+02:00;7;24804001000.0;950879000.0;1585688596.0;25028234325.0;8713602766.0;16314631559.0;896619238.0;3150853322.0;3326486850.0;8940672149.0;2950581837.0;2943651185.0;6930652.0;0.0;730475.0;22.7;20.3;1894304000.0;49373.0;57;9610222004.0;189780916.0
2019-07-08T04:30:00+02:00;7;24569494000.0;886485000.0;1568853357.0;24701703451.0;9462610714.0;15239092737.0;962326870.0;3268660776.0;3302636742.0;7705468349.0;2779987758.0;2773026251.0;6961507.0;0.0;730475.0;22.5;20.2;1729740000.0;49283.0;56;10424937584.0;192439950.0
2019-07-08T05:30:00+02:00;7;26369843000.0;859746000.0;1645424697.0;26434142712.0;10945570525.0;15488572187.0;1157670751.0;3619861723.0;2920908918.0;7790130795.0;2776844409.0;2765166268.0;11678141.0;4659642.0;730475.0;22.4;20.1;1722667000.0;4802259.0;55;12103241276.0;207374000.0
2019-07-08T12:30:00+02:00;7;37673450000.0;1270303000.0;2551954258.0;41133405426.0;14806200733.0;26327204693.0;1841485450.0;6521492408.0;4330661325.0;13633565510.0;7563788067.0;5137291105.0;2426496962.0;2418883898.0;730475.0;23.5;21.4;1376996333.0;5139992151.0;71;16647686183.0;281575383.0
2019-07-08T13:00:00+02:00;7;37061812000.0;1236937000.0;2511369424.0;40613335298.0;14944147491.0;25669187807.0;1878582088.0;6549934596.0;4248864045.0;12991807077.0;7575242806.0;5126908528.0;2448334278.0;2440953442.0;730475.0;23.7;21.7;1319061000.0;5209212315.0;71;16822729579.0;275413084.0
2019-07-08T20:30:00+02:00;7;33649346000.0;1326683000.0;2085948089.0;34205731065.0;12112144321.0;22093586744.0;1476157066.0;4453394951.0;3254682524.0;12909352203.0;4221486921.0;4111909154.0;109577767.0;102160125.0;730475.0;23.3;21.7;2974932667.0;203233281.0;50;13588301387.0;252470767.0
2019-07-09T13:00:00+02:00;7;36306795000.0;1679021000.0;2462952579.0;39505976460.0;14715297050.0;24790679410.0;1919315556.0;6569543674.0;4327881385.0;11973938794.0;7608102905.0;5247164791.0;2360938114.0;2353603061.0;730475.0;22.4;21.7;2182633667.0;4371430907.0;64;16634612606.0;266947866.0
2019-07-09T17:00:00+02:00;7;33254639000.0;1647745000.0;2222585693.0;36024118756.0;14238424059.0;21785694697.0;1716483831.0;6472682952.0;4425717359.0;9170810555.0;6887127766.0;5184055044.0;1703072722.0;1695831225.0;730475.0;23.8;22.8;2533562333.0;3286115838.0;64;15954907890.0;247317317.0
2019-07-09T19:00:00+02:00;7;34703569000.0;1463211000.0;2213485033.0;36077812838.0;13254708157.0;22823104681.0;1530897796.0;5478699394.0;3982183022.0;11831324469.0;5324908354.0;4703069957.0;621838397.0;614577669.0;730475.0;23.4;22.3;2973286000.0;1269243132.0;63;14785605953.0;273968483.0
2019-07-09T19:30:00+02:00;7;34493611000.0;1425997000.0;2177327552.0;35550939484.0;12959517491.0;22591421993.0;1549003891.0;5094722149.0;3688586343.0;12259109609.0;4936634736.0;4499794024.0;436840712.0;429478157.0;730475.0;23.2;22.2;2982925667.0;866701586.0;63;14508521382.0;275981700.0
2019-07-10T08:00:00+02:00;7;33659294000.0;712830000.0;2044091035.0;34072701224.0;14103310621.0;19969390603.0;1800808526.0;5939839129.0;3593539479.0;8635203469.0;3456376609.0;2946700629.0;509675980.0;502581881.0;730475.0;20.4;19.9;1219600667.0;1163371064.0;91;15904119147.0;286048350.0
2019-07-10T13:30:00+02:00;7;36150836000.0;1613747000.0;2463409319.0;39546882662.0;15216619011.0;24330263651.0;1839496844.0;6873731867.0;4396832517.0;11220202424.0;7761068431.0;5105158764.0;2655909667.0;2648560388.0;730475.0;23.5;22.0;861036329.0;5839837584.0;94;17056115855.0;287865450.0
2019-07-11T04:00:00+02:00;7;26730838000.0;255465000.0;1607723547.0;26177401564.0;10853339362.0;15324062202.0;1379103208.0;3278073785.0;3244308446.0;7422576762.0;1545223895.0;1538211094.0;7012801.0;0.0;730475.0;21.4;20.4;475735333.0;490930.0;43;12232442570.0;235471784.0
2019-07-11T08:30:00+02:00;7;35852813000.0;297998000.0;2123257861.0;35782536341.0;14694382950.0;21088153391.0;1865043412.0;6362903574.0;4017206866.0;8842999538.0;2656767485.0;2234699504.0;422067981.0;415003328.0;730475.0;21.1;20.0;361233333.0;1276372907.0;28;16559426362.0;305788283.0
2019-07-11T15:30:00+02:00;7;35910096000.0;1211015000.0;2394488384.0;38984942307.0;15292302956.0;23692639351.0;1908397012.0;6974913263.0;4637165885.0;10172163192.0;6966727857.0;4813056702.0;2153671155.0;2146166727.0;730475.0;24.5;22.6;1219309333.0;4760256913.0;58;17200699968.0;286378166.0
2019-07-11T17:00:00+02:00;7;34666547000.0;1058959000.0;2254265274.0;37080532830.0;14534721756.0;22545811074.0;1747361761.0;6519888868.0;4672848545.0;9605711900.0;6001320837.0;4421794019.0;1579526818.0;1572055709.0;730475.0;24.7;22.9;1427352329.0;3572554248.0;54;16282083517.0;274110733.0
2019-07-11T18:00:00+02:00;7;35094062000.0;777535000.0;2216656226.0;36790342010.0;14034286473.0;22756055537.0;1628371956.0;6033604293.0;4623038001.0;10471041288.0;4972686720.0;3911106302.0;1061580418.0;1054129413.0;730475.0;24.6;22.7;1451520333.0;2518712746.0;52;15662658429.0;282215484.0
2019-07-11T19:00:00+02:00;7;36216167000.0;611602000.0;2219491640.0;37006549944.0;13544277060.0;23462272884.0;1564627765.0;5533466373.0;4162925368.0;12201253377.0;3914391334.0;3351937810.0;562453524.0;555035383.0;730475.0;24.3;22.5;1515537667.0;1392350112.0;50;15108904825.0;292914750.0
2019-07-11T20:30:00+02:00;7;34407805000.0;350205000.0;2027307831.0;34175724156.0;12297084250.0;21878639906.0;1492861108.0;4517354908.0;3422307912.0;12446115978.0;2420133987.0;2309504447.0;110629540.0;103257807.0;730475.0;23.6;21.9;1198394333.0;215118216.0;52;13789945358.0;274702000.0
2019-07-11T21:00:00+02:00;7;34063542000.0;357580000.0;2000206367.0;33704948169.0;11901589791.0;21803358378.0;1405744982.0;4335359942.0;3309230273.0;12753023182.0;2274585420.0;2228848014.0;45737406.0;38579901.0;730475.0;23.2;21.6;1192595000.0;70339920.0;55;13307334773.0;275392884.0
2019-07-11T22:00:00+02:00;7;35092940000.0;434905000.0;2058730038.0;34614161097.0;11673497231.0;22940663866.0;1590516494.0;4213387550.0;3790000294.0;13346759528.0;2300559569.0;2278144503.0;22415066.0;15271266.0;730475.0;22.6;21.1;1277614000.0;16975993.0;63;13264013725.0;285703434.0
2019-07-12T05:30:00+02:00;7;27499492000.0;915385000.0;1701742630.0;27560878951.0;11969255262.0;15591623689.0;1516760578.0;3706086256.0;2964175069.0;7404601786.0;2901934381.0;2890214035.0;11720346.0;4642336.0;730475.0;21.6;20.3;1873915000.0;5143619.0;54;13486015840.0;223419800.0
2019-07-12T06:00:00+02:00;7;28466815000.0;884327000.0;1745567611.0;28481179348.0;12411265011.0;16069914337.0;1498256571.0;4048002212.0;2740187342.0;7783468213.0;2876025476.0;2847472607.0;28552869.0;21611165.0;730475.0;21.6;20.3;1829719333.0;25025042.0;53;13909521582.0;231766517.0
2019-07-12T06:30:00+02:00;7;29726068000.0;821228000.0;1805668312.0;29721745316.0;12840617531.0;16881127785.0;1503336800.0;4309448062.0;2806779275.0;8261563648.0;2863647494.0;2807883031.0;55764463.0;48790770.0;730475.0;21.5;20.2;1755489333.0;87637450.0;52;14343954331.0;241073866.0
2019-07-12T10:00:00+02:00;7;36312691000.0;1145736000.0;2346292962.0;38358841335.0;15076907163.0;23281934172.0;1933940184.0;7112316204.0;4782644809.0;9453032974.0;5838498013.0;4477221573.0;1361276440.0;1353947809.0;730475.0;21.7;20.4;1575958667.0;3286471585.0;52;17010847347.0;300318716.0
2019-07-12T14:30:00+02:00;7;34878431000.0;3254966000.0;2533042062.0;38935724006.0;14736442717.0;24199281289.0;1810308269.0;6702798719.0;4737229215.0;10948945086.0;10091048268.0;7878315279.0;2212732989.0;2205291118.0;730475.0;23.9;22.5;4026008333.0;5070100917.0;53;16546750986.0;245747200.0
2019-07-13T00:30:00+02:00;7;30431325000.0;782556000.0;2003542934.0;30499964889.0;10182579361.0;20317385528.0;1254884045.0;3403605415.0;3657684519.0;12001211550.0;3124871257.0;3117391236.0;7480021.0;0.0;730475.0;22.1;20.8;2108135000.0;1746950.0;90;11437463406.0;270132434.0
2019-07-13T05:00:00+02:00;7;24428279000.0;677710000.0;1598117163.0;24581491708.0;9381734691.0;15199757017.0;1097495817.0;3367301055.0;3332213430.0;7402746715.0;2635809504.0;2628422018.0;7387486.0;0.0;730475.0;21.6;20.4;1609493000.0;1748597.0;89;10479230508.0;206769633.0
2019-07-13T11:30:00+02:00;7;30135365000.0;1425995000.0;2281569710.0;33286392163.0;10338766672.0;22947625491.0;1133873786.0;5381399412.0;4348290904.0;12084061389.0;7114087373.0;4867935080.0;2246152293.0;2238879994.0;730475.0;22.3;21.2;1117033333.0;4978189997.0;74;11472640458.0;255495500.0
2019-07-13T12:30:00+02:00;7;31728452000.0;1473263000.0;2441264639.0;35064400004.0;10100206695.0;24964193309.0;1075206643.0;5080425767.0;4132087355.0;14676473543.0;7508777510.0;5075124635.0;2433652875.0;2426453565.0;730475.0;22.8;21.7;1141747333.0;5343363241.0;71;11175413338.0;258301867.0
2019-07-13T15:00:00+02:00;7;28223956000.0;1781288000.0;2199845845.0;31977384802.0;10018862676.0;21958522126.0;971825751.0;5008002914.0;3860835599.0;12117857862.0;7957113180.0;5621867114.0;2335246066.0;2328009806.0;730475.0;23.8;22.6;1665105667.0;5280895905.0;68;10990688427.0;222550533.0
2019-07-13T16:00:00+02:00;7;27274218000.0;1942516000.0;2131047118.0;30971891803.0;9950559505.0;21021332298.0;917207813.0;5007988270.0;3830406816.0;11265729399.0;7990322304.0;5845623020.0;2144699284.0;2137552543.0;730475.0;24.0;22.8;2096502333.0;4869189252.0;71;10867767318.0;219085383.0
2019-07-13T21:30:00+02:00;7;28831083000.0;1259674000.0;1940364067.0;29194500619.0;8618058604.0;20576442015.0;807592980.0;4104071766.0;3437971060.0;12226806210.0;3803516169.0;3782088549.0;21427620.0;14340682.0;730475.0;22.4;21.4;2748772667.0;17642024.0;85;9425651584.0;240060483.0
2019-07-13T22:30:00+02:00;7;32726034000.0;1438596000.0;2258216980.0;33050474702.0;8567033230.0;24483441472.0;919694361.0;3887152154.0;4036813295.0;15639781663.0;4299402615.0;4281825828.0;17576787.0;10580897.0;730475.0;22.0;21.1;3252643333.0;11079250.0;86;9486727591.0;278148933.0
2019-07-14T04:00:00+02:00;7;22462917000.0;1208045000.0;1534731345.0;22972144292.0;7830924970.0;15141219322.0;795884375.0;3253469787.0;3357650412.0;7734214747.0;3427701187.0;3420282870.0;7418317.0;0.0;730475.0;21.3;20.5;2393185667.0;484283.0;83;8626809345.0;175697550.0
2019-07-14T05:00:00+02:00;7;22100093000.0;1150550000.0;1511218470.0;22601311592.0;7841167728.0;14760143864.0;786478318.0;3265032381.0;3314387842.0;7394245323.0;3340289629.0;3332741666.0;7547963.0;0.0;730475.0;21.2;20.4;2306297000.0;484617.0;82;8627646046.0;177302567.0
2019-07-14T06:30:00+02:00;7;21209144000.0;1070787000.0;1464300037.0;21804455552.0;7805237635.0;13999217917.0;760442799.0;3354667040.0;2537670642.0;7346437437.0;3304606706.0;3249415751.0;55190955.0;47882907.0;730475.0;21.1;20.3;2194710000.0;88713990.0;82;8565680434.0;174208117.0
2019-07-14T07:00:00+02:00;7;21605484000.0;941354000.0;1484321376.0;22308273230.0;7882816179.0;14425457051.0;758888527.0;3409416761.0;2640434266.0;7616717498.0;3304923556.0;3172649671.0;132273885.0;124978192.0;730475.0;21.0;20.3;2013143000.0;271729648.0;82;8641704706.0;176458950.0
2019-07-14T12:00:00+02:00;7;26794820000.0;2660676000.0;2187251738.0;30962833399.0;8677633593.0;22285199806.0;855415150.0;4167123139.0;3303653772.0;13959007745.0;9220327271.0;6919135850.0;2301191421.0;2294012649.0;730475.0;21.8;21.5;3011801333.0;5214765532.0;69;9533048743.0;204386134.0
2019-07-14T15:30:00+02:00;7;23408160000.0;3785717000.0;2027284248.0;27832755020.0;8615283284.0;19217471736.0;836435672.0;3874772328.0;2885970887.0;11620292849.0;10411490751.0;8201689408.0;2209801343.0;2202751190.0;730475.0;23.0;22.8;4453745667.0;4974350643.0;62;9451718956.0;173894483.0
2019-07-14T23:00:00+02:00;7;31537682000.0;1909643000.0;2226746006.0;32202066361.0;8453656515.0;23748409846.0;888496352.0;3586462816.0;3773742402.0;15499708276.0;5078168083.0;5071118633.0;7049450.0;0.0;730475.0;21.1;21.0;4086915000.0;487617.0;91;9342152867.0;277394716.0
2019-07-15T00:00:00+02:00;7;29655872000.0;2021573000.0;1921156488.0;30663290365.0;8395537182.0;22267753183.0;880583766.0;3346185049.0;3632473662.0;14408510706.0;5209174919.0;5202785439.0;6389480.0;0.0;730475.0;21.0;20.9;4214987667.0;512020.0;92;9276120948.0;259027066.0
2019-07-15T01:30:00+02:00;7;25842240000.0;2007162000.0;1716265181.0;26791861443.0;8291001802.0;18500859641.0;866373544.0;3176683965.0;3401763557.0;11056038575.0;4874986191.0;4868644294.0;6341897.0;0.0;730475.0;20.8;20.8;3881687667.0;504617.0;93;9157375346.0;201937567.0
2019-07-15T02:30:00+02:00;7;24235912000.0;1798144000.0;1624427187.0;25050540741.0;8324834304.0;16725706437.0;869200462.0;3168877706.0;3319116086.0;9368512183.0;4429486194.0;4423086720.0;6399474.0;0.0;730475.0;20.7;20.7;3432097667.0;502930.0;93;9194034766.0;192286266.0
