Périmètre;Nature;Date;Heure;Date et Heure;Consommation (MW);Prévision J-1 (MW);Prévision J (MW);Fioul (MW);Charbon (MW);Gaz (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);Taux de CO2 (g/kWh);Ech. comm. Angleterre (MW);Ech. comm. Espagne (MW);Ech. comm. Italie (MW);Ech. comm. Suisse (MW);Ech. comm. Allemagne-Belgique (MW);Fioul - TAC (MW);Fioul - Cogénération (MW);Fioul - Autres (MW);Gaz - TAC (MW);Gaz - Cogénération (MW);Gaz - CCG (MW);Gaz - Autres (MW);Hydraulique - Fil de l'eau + éclusée (MW);Hydraulique - Lacs (MW);Hydraulique - STEP turbinage (MW);Bioénergies - Déchets (MW);Bioénergies - Biomasse (MW);Bioénergies - Biogaz (MW)
France;Données consolidées;2019-07-24;00:00;2019-07-24T00:00:00+02:00;50621;49800;49800;441;11;4364;37743;3401;0;6077;-50;997;-2361;54;458;-950;-2730;-150;-710;15;73;348;-1;334;4000;31;3536;1684;856;468;265;265
France;Données consolidées;2019-07-24;01:15;2019-07-24T01:15:00+02:00;;44650;44350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-24;02:30;2019-07-24T02:30:00+02:00;43085;42400;42400;491;5;4256;38045;3769;0;3793;-884;1021;-7410;57;692;-1200;-2730;-1950;-2023;15;74;392;-1;343;3879;35;2956;835;3;489;267;264
France;Données consolidées;2019-07-24;02:45;2019-07-24T02:45:00+02:00;;41800;41700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-24;03:00;2019-07-24T03:00:00+02:00;41604;41200;41000;491;5;4156;37678;3837;0;3621;-1479;1011;-7715;58;-100;-1200;-2711;-2297;-2575;15;74;392;0;343;3776;38;2876;742;3;493;267;251
France;Données consolidées;2019-07-24;05:00;2019-07-24T05:00:00+02:00;40383;40400;39900;340;3;4246;37836;3466;0;3438;-1513;1025;-8458;57;406;-1200;-2711;-1891;-2413;15;74;238;0;346;3870;30;2958;477;3;500;263;262
France;Données consolidées;2019-07-24;05:15;2019-07-24T05:15:00+02:00;;41000;40800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-24;06:15;2019-07-24T06:15:00+02:00;;43400;43400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-24;10:45;2019-07-24T10:45:00+02:00;;56950;56750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-24;11:30;2019-07-24T11:30:00+02:00;57451;58200;57900;472;518;4768;37619;432;5273;6935;-19;947;505;62;1912;-900;-2835;1146;1858;15;72;381;254;356;4126;33;3687;2109;1139;453;244;250
France;Données consolidées;2019-07-24;12:45;2019-07-24T12:45:00+02:00;;59400;59200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-24;17:30;2019-07-24T17:30:00+02:00;55213;55900;55400;475;530;4811;36304;663;4208;6979;-18;895;366;65;-717;1676;-2822;1059;842;15;72;384;406;340;4032;33;3840;2063;1076;459;216;220
France;Données consolidées;2019-07-24;19:00;2019-07-24T19:00:00+02:00;55415;56600;55900;485;559;5012;36289;825;2111;9414;-18;900;-162;66;-691;1750;-2473;1090;325;15;71;395;417;339;4214;42;4398;3334;1683;464;210;226
France;Données consolidées;2019-07-24;19:30;2019-07-24T19:30:00+02:00;54859;55700;55000;487;568;5080;36182;773;1418;9727;-18;910;-268;67;-691;1750;-2473;1090;44;15;71;397;420;342;4277;40;4428;3586;1713;464;219;227
France;Données consolidées;2019-07-24;20:45;2019-07-24T20:45:00+02:00;;52650;52100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-24;23:00;2019-07-24T23:00:00+02:00;53674;54700;54300;793;507;4883;35935;1779;0;7481;-19;974;1341;74;-46;75;-2383;1053;2448;347;72;370;422;371;4045;45;4013;2444;1023;489;243;242
France;Données consolidées;2019-07-25;00:15;2019-07-25T00:15:00+02:00;;48600;48950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-25;01:00;2019-07-25T01:00:00+02:00;45438;44700;45200;310;475;3968;35655;2109;0;4141;-327;1021;-1914;66;-52;-1200;-2686;434;933;15;73;218;-1;358;3571;41;3096;1043;3;508;267;246
France;Données consolidées;2019-07-25;02:15;2019-07-25T02:15:00+02:00;;43400;44100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-25;02:45;2019-07-25T02:45:00+02:00;;41900;42300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-25;04:30;2019-07-25T04:30:00+02:00;40558;39700;40500;484;541;4125;35687;2601;0;3341;-1312;1036;-5945;73;730;-1200;-2730;-1962;-1067;15;72;389;-1;357;3729;40;2796;543;2;520;269;247
France;Données consolidées;2019-07-25;07:30;2019-07-25T07:30:00+02:00;47653;48400;47800;464;475;4659;35498;3206;338;5795;-363;1023;-3441;69;1494;-866;-2804;823;-1774;16;72;363;234;361;4030;34;3746;1392;657;524;251;248
France;Données consolidées;2019-07-25;09:15;2019-07-25T09:15:00+02:00;;54300;54100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-25;10:45;2019-07-25T10:45:00+02:00;;57300;57200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-25;11:00;2019-07-25T11:00:00+02:00;57280;57700;57600;492;556;4942;35485;1439;4656;7128;-18;979;1620;66;1700;99;-2758;1146;1919;15;72;395;274;348;4291;28;3745;2262;1122;493;243;243
France;Données consolidées;2019-07-25;11:45;2019-07-25T11:45:00+02:00;;58750;58750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-25;13:00;2019-07-25T13:00:00+02:00;59108;60400;59900;470;364;4850;35779;1891;5752;6407;-18;924;2689;61;1484;60;-2804;1096;2873;15;72;377;395;332;4092;30;3674;1825;908;469;231;224
France;Données consolidées;2019-07-25;13:15;2019-07-25T13:15:00+02:00;;59600;59000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-25;15:15;2019-07-25T15:15:00+02:00;;58150;57300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-25;18:45;2019-07-25T18:45:00+02:00;;56150;55650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-25;20:15;2019-07-25T20:15:00+02:00;;53400;53150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-26;00:15;2019-07-26T00:15:00+02:00;;48750;47850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-26;00:45;2019-07-26T00:45:00+02:00;;46200;45250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-26;01:00;2019-07-26T01:00:00+02:00;44313;45000;44100;462;310;4102;33396;3395;0;4361;-531;1014;-2197;67;0;-1200;-2644;169;988;15;72;371;-1;359;3737;8;3133;1178;50;519;254;242
France;Données consolidées;2019-07-26;04:45;2019-07-26T04:45:00+02:00;;40200;39650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-26;06:00;2019-07-26T06:00:00+02:00;41909;42300;42100;490;505;4278;34346;3249;0;3914;-1069;1024;-4827;72;947;-1200;-2620;-269;-885;15;73;397;-1;389;3883;7;3049;804;61;520;268;236
France;Données consolidées;2019-07-26;06:30;2019-07-26T06:30:00+02:00;42975;43800;43200;481;481;4221;34376;2985;4;4519;-195;1042;-4939;70;947;-1200;-2620;-269;-1032;16;73;389;-1;391;3823;7;3311;1022;186;530;273;238
France;Données consolidées;2019-07-26;08:00;2019-07-26T08:00:00+02:00;47729;49500;48200;488;525;4490;34946;2127;531;6342;-19;1041;-2743;69;767;872;-2588;671;-741;16;73;393;-5;390;4096;7;3488;1767;1087;535;266;240
France;Données consolidées;2019-07-26;09:15;2019-07-26T09:15:00+02:00;;53300;52100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-26;10:15;2019-07-26T10:15:00+02:00;;55200;53800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-26;15:15;2019-07-26T15:15:00+02:00;;54800;53450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-26;16:30;2019-07-26T16:30:00+02:00;51870;52900;51800;455;470;4494;35584;2227;3088;4944;-18;1049;-424;67;-1154;-410;-2477;1096;3514;16;74;361;305;393;3788;8;3496;1369;79;515;255;278
France;Données consolidées;2019-07-26;16:45;2019-07-26T16:45:00+02:00;;52700;51600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-26;18:45;2019-07-26T18:45:00+02:00;;52000;51250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-26;22:30;2019-07-26T22:30:00+02:00;46792;49200;48200;465;325;4152;35134;2701;-1;5717;-20;1087;-2767;65;-1768;-1531;-2566;635;3248;16;75;368;-1;368;3778;8;3581;1234;901;548;259;280
France;Données consolidées;2019-07-26;22:45;2019-07-26T22:45:00+02:00;;50400;49400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-26;23:45;2019-07-26T23:45:00+02:00;;48950;48500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-27;03:15;2019-07-27T03:15:00+02:00;;37450;36900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-27;04:15;2019-07-27T04:15:00+02:00;;36150;35750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-27;06:00;2019-07-27T06:00:00+02:00;36048;36100;36400;347;19;4195;34463;1800;0;3356;-1274;1104;-7961;65;-1606;-1450;-2524;-1840;-667;14;74;254;0;393;3796;7;2861;493;2;572;275;258
France;Données consolidées;2019-07-27;06:15;2019-07-27T06:15:00+02:00;;36100;36400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-27;06:45;2019-07-27T06:45:00+02:00;;36400;36700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-27;08:15;2019-07-27T08:15:00+02:00;;39550;39150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-27;08:30;2019-07-27T08:30:00+02:00;39336;40300;39800;476;19;4569;35475;1187;653;4559;-201;1098;-8500;64;-1902;-1850;-2533;-365;-896;16;74;382;0;401;4161;7;3452;953;154;555;271;272
France;Données consolidées;2019-07-27;11:00;2019-07-27T11:00:00+02:00;44136;44800;44300;447;19;4713;35750;1637;1941;5296;-193;1087;-6562;61;-2000;-1050;-2797;-635;889;16;74;353;0;399;4307;7;3717;1257;321;547;261;279
France;Données consolidées;2019-07-27;11:15;2019-07-27T11:15:00+02:00;;44900;44650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-27;12:00;2019-07-27T12:00:00+02:00;45502;46200;46200;342;19;3833;35779;1748;2224;5429;-553;1110;-4428;55;-2000;-250;-2797;-388;1499;16;73;248;-1;393;3435;7;3661;1226;541;553;271;286
France;Données consolidées;2019-07-27;12:15;2019-07-27T12:15:00+02:00;;46000;46000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-27;14:00;2019-07-27T14:00:00+02:00;44650;44300;44300;493;19;4821;35835;1636;3129;4623;-510;1097;-6493;62;-1802;-1850;-2797;-1408;1455;16;73;399;0;399;4415;7;3442;984;197;538;274;284
France;Données consolidées;2019-07-27;15:45;2019-07-27T15:45:00+02:00;;42300;42300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-27;16:00;2019-07-27T16:00:00+02:00;42228;42100;42100;477;22;4692;35363;2475;2450;4112;-1461;1078;-6979;63;-1802;-1850;-2632;-1151;1298;15;73;383;-1;399;4286;7;3250;859;3;534;256;288
France;Données consolidées;2019-07-27;20:00;2019-07-27T20:00:00+02:00;41566;41600;40900;347;21;3885;35876;4225;479;5789;-31;1101;-10126;53;-1956;-1200;-2793;-1049;-3688;16;74;250;-1;393;3486;7;3813;1217;758;561;252;288
France;Données consolidées;2019-07-27;21:15;2019-07-27T21:15:00+02:00;;40350;39500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-27;23:45;2019-07-27T23:45:00+02:00;;44050;43750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-28;01:30;2019-07-28T01:30:00+02:00;36617;38700;37100;140;21;2146;35514;3928;0;4455;-1488;1118;-9216;43;-1369;-1200;-2625;-1866;-1931;14;74;41;0;403;1737;7;3771;682;2;589;244;284
France;Données consolidées;2019-07-28;01:45;2019-07-28T01:45:00+02:00;;38400;36700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-28;02:30;2019-07-28T02:30:00+02:00;35254;36300;34600;127;21;1597;34895;4104;0;4732;-1767;1120;-9574;39;-905;-1000;-2625;-2312;-2470;14;74;30;0;403;1187;7;3693;1037;2;590;248;282
France;Données consolidées;2019-07-28;03:00;2019-07-28T03:00:00+02:00;33858;35000;33700;127;20;1528;34506;4194;0;4484;-2216;1126;-9911;40;-905;-1000;-2780;-2341;-3886;14;75;29;0;404;1112;13;3713;769;2;593;251;283
France;Données consolidées;2019-07-28;04:00;2019-07-28T04:00:00+02:00;32518;33400;32300;126;22;1408;34514;4211;0;4269;-2109;1120;-11043;39;-905;-1000;-2780;-2341;-4048;14;75;29;0;395;1002;12;3573;694;2;593;247;280
France;Données consolidées;2019-07-28;05:15;2019-07-28T05:15:00+02:00;;32850;32000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-28;05:45;2019-07-28T05:45:00+02:00;;32850;31900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-01;01:45;2019-07-01T01:45:00+02:00;;40850;40650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-01;03:15;2019-07-01T03:15:00+02:00;;37350;37000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-01;07:45;2019-07-01T07:45:00+02:00;;47800;47900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-01;10:00;2019-07-01T10:00:00+02:00;52828;53800;53900;483;18;3426;41920;759;2711;9624;-27;950;-7035;42;-1605;-850;-2552;804;-1398;14;66;399;0;354;3057;15;5214;2317;2092;512;185;254
France;Données consolidées;2019-07-01;14:15;2019-07-01T14:15:00+02:00;;56700;55850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-01;14:45;2019-07-01T14:45:00+02:00;;56250;55450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-01;15:45;2019-07-01T15:45:00+02:00;;54900;54100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-01;16:45;2019-07-01T16:45:00+02:00;;53900;53200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-01;18:00;2019-07-01T18:00:00+02:00;51998;53200;52500;495;19;3391;40966;2016;2916;6839;-236;960;-5369;44;-2000;-850;-2734;37;1255;14;74;402;-1;370;3007;15;5016;1301;522;496;187;277
France;Données consolidées;2019-07-01;20:30;2019-07-01T20:30:00+02:00;49228;50900;50300;452;20;3376;41114;2831;377;8371;-83;970;-8200;44;-2000;-850;-2734;-508;-1469;14;75;358;0;371;2991;15;5447;1708;1216;504;188;278
France;Données consolidées;2019-07-01;21:00;2019-07-01T21:00:00+02:00;47682;49500;49000;448;20;3041;41104;2810;158;7673;-83;967;-8457;42;-2000;-850;-2734;-1599;-2838;14;75;355;0;360;2666;15;5341;1638;695;498;191;279
France;Données consolidées;2019-07-01;23:00;2019-07-01T23:00:00+02:00;50079;53200;52800;454;19;3323;41143;2794;1;9709;-27;966;-8304;43;-2000;-850;-2776;-766;-712;15;73;359;-1;366;2943;15;5436;2166;2108;506;189;271
France;Données consolidées;2019-07-02;00:15;2019-07-02T00:15:00+02:00;;47800;46050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-02;01:45;2019-07-02T01:45:00+02:00;;43800;42550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-02;04:45;2019-07-02T04:45:00+02:00;;38950;38600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-02;05:30;2019-07-02T05:30:00+02:00;39436;40300;39800;491;15;2358;40645;2230;0;5534;-1473;991;-11354;43;-1605;-1100;-2776;-2043;-4040;10;75;401;0;381;1963;15;4805;651;78;538;183;271
France;Données consolidées;2019-07-02;07:15;2019-07-02T07:15:00+02:00;;46750;45950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-02;13:15;2019-07-02T13:15:00+02:00;;56150;55950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-02;14:00;2019-07-02T14:00:00+02:00;54871;55500;55300;487;15;3860;41843;1057;5591;6760;-53;940;-5630;44;-2000;-700;-2793;-514;532;10;71;400;0;361;3484;15;5093;1111;556;495;180;265
France;Données consolidées;2019-07-02;15:00;2019-07-02T15:00:00+02:00;54124;54700;54200;480;17;3858;41684;1266;5308;6458;-49;957;-5856;45;-2000;-700;-2629;-553;414;10;71;394;0;363;3480;15;4989;1139;330;511;182;265
France;Données consolidées;2019-07-02;16:45;2019-07-02T16:45:00+02:00;;52900;52900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-02;18:45;2019-07-02T18:45:00+02:00;;53250;52700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-02;21:15;2019-07-02T21:15:00+02:00;;48500;47400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-02;21:45;2019-07-02T21:45:00+02:00;;48100;46850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-02;22:30;2019-07-02T22:30:00+02:00;48464;50300;48900;502;19;3610;41406;4352;0;7772;-35;990;-10152;45;-2000;-700;-2749;-1309;-2174;10;70;411;-1;372;3223;15;5090;1967;716;526;187;277
France;Données consolidées;2019-07-02;23:15;2019-07-02T23:15:00+02:00;;52700;51200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-03;00:00;2019-07-03T00:00:00+02:00;48376;47100;48100;470;19;3711;41188;4860;0;7600;-35;990;-10424;45;-1852;-700;-2776;-1616;-3595;10;70;380;-1;372;3324;15;5183;1382;1035;524;187;279
France;Données consolidées;2019-07-03;01:45;2019-07-03T01:45:00+02:00;;42200;42850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-03;02:00;2019-07-03T02:00:00+02:00;41743;41800;42500;117;20;1648;40481;5175;0;5970;-1477;1022;-11212;32;-1704;-700;-2776;-2340;-4984;10;70;29;-1;381;1252;15;4692;760;518;546;201;274
France;Données consolidées;2019-07-03;03:00;2019-07-03T03:00:00+02:00;39520;39300;39500;119;14;1387;40186;5070;0;5917;-1264;1016;-12924;30;-1704;-700;-2776;-2340;-5767;10;70;29;0;382;991;15;4660;893;364;534;206;276
France;Données consolidées;2019-07-03;04:00;2019-07-03T04:00:00+02:00;38362;38400;38400;117;12;1251;40559;4815;0;5469;-1470;1017;-13407;29;-1704;-700;-2776;-2340;-5579;10;70;29;-1;381;856;15;4549;556;364;543;199;275
France;Données consolidées;2019-07-03;04:30;2019-07-03T04:30:00+02:00;38320;38400;38400;117;14;1219;40387;4791;0;5418;-1471;1011;-13165;29;-1704;-700;-2776;-2340;-5579;10;70;29;-1;381;823;15;4511;542;364;541;196;275
France;Données consolidées;2019-07-03;05:30;2019-07-03T05:30:00+02:00;39650;39900;39800;115;6;1127;40794;4545;0;5139;-1468;995;-11601;28;-1704;-700;-2776;-2340;-3905;10;70;29;-1;381;731;15;4504;560;75;524;197;274
France;Données consolidées;2019-07-03;06:45;2019-07-03T06:45:00+02:00;;43750;43650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-03;08:00;2019-07-03T08:00:00+02:00;47996;49500;48600;112;12;3143;41652;3260;919;6819;-53;983;-8852;38;-2000;-700;-2784;-669;-2578;10;69;29;0;382;2747;15;4771;1282;767;524;191;268
France;Données consolidées;2019-07-03;09:15;2019-07-03T09:15:00+02:00;;52850;51700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-03;09:30;2019-07-03T09:30:00+02:00;51929;53300;52100;113;12;2844;41916;2963;3013;7000;-83;978;-6827;35;-2000;-700;-2784;-700;-1013;10;69;29;0;375;2454;15;4863;1274;864;517;193;268
France;Données consolidées;2019-07-03;10:45;2019-07-03T10:45:00+02:00;;54800;54000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-03;16:30;2019-07-03T16:30:00+02:00;53164;52800;53000;129;15;3142;41422;3254;4953;6525;-688;963;-6553;36;-2000;-700;-2705;-1080;-183;19;69;32;-1;391;2735;17;4846;1277;402;497;189;276
France;Données consolidées;2019-07-03;17:00;2019-07-03T17:00:00+02:00;52829;52300;52600;129;15;3165;41277;3475;4464;6456;-689;964;-6429;37;-2000;-700;-2705;-1474;-223;19;69;33;-1;404;2745;17;4806;1252;398;496;190;278
France;Données consolidées;2019-07-03;21:30;2019-07-03T21:30:00+02:00;47479;46700;46900;117;16;3194;41669;5029;53;7401;-388;969;-10582;37;-2000;-700;-2707;-1709;-3120;10;68;29;-1;415;2765;15;4960;1733;708;486;202;281
France;Données consolidées;2019-07-04;01:15;2019-07-04T01:15:00+02:00;;43600;43100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-04;03:45;2019-07-04T03:45:00+02:00;;39000;38450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-04;06:00;2019-07-04T06:00:00+02:00;40335;40700;40500;123;24;1177;40365;4504;0;5697;-1456;1045;-11145;30;-1752;-700;-2778;-2154;-3070;20;69;29;-1;400;762;15;4428;1046;224;546;223;276
France;Données consolidées;2019-07-04;07:30;2019-07-04T07:30:00+02:00;46658;46900;47100;125;24;2909;41724;3485;479;7479;-27;1065;-10604;38;-1950;-700;-2698;-1729;-3319;20;70;29;0;415;2479;15;4739;1517;1223;557;233;275
France;Données consolidées;2019-07-04;08:30;2019-07-04T08:30:00+02:00;50025;50500;50300;125;24;3121;41735;2364;1678;8518;-26;1053;-8566;38;-2000;-700;-2698;-779;-2130;20;70;30;0;414;2693;15;4903;1719;1896;545;237;271
France;Données consolidées;2019-07-04;08:45;2019-07-04T08:45:00+02:00;;51050;50850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-04;11:00;2019-07-04T11:00:00+02:00;54350;54400;54600;124;25;3237;41567;1467;5204;7148;-199;1013;-5234;38;-2000;-700;-2698;163;1119;19;70;30;0;416;2803;19;4776;1693;680;519;234;259
France;Données consolidées;2019-07-04;11:45;2019-07-04T11:45:00+02:00;;55050;55450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-04;12:00;2019-07-04T12:00:00+02:00;55665;55500;56000;124;25;3083;41519;1639;6011;6851;-619;1015;-3983;37;-2000;-800;-2698;1047;1591;19;70;30;0;434;2633;17;4683;1490;678;525;229;261
France;Données consolidées;2019-07-04;12:30;2019-07-04T12:30:00+02:00;55950;54800;55500;122;24;2970;41146;1758;6295;6564;-793;1013;-3149;36;-2000;-800;-2698;1197;1610;18;70;29;-1;431;2524;15;4729;1179;656;522;228;264
France;Données consolidées;2019-07-04;13:15;2019-07-04T13:15:00+02:00;;55850;55850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-04;15:00;2019-07-04T15:00:00+02:00;55033;54500;54500;126;25;3262;41483;1001;6345;6657;-363;1004;-4506;38;-2000;-800;-2698;362;251;19;70;32;-1;440;2806;18;4855;1119;683;513;228;263
France;Données consolidées;2019-07-04;16:00;2019-07-04T16:00:00+02:00;54420;53800;53700;130;24;3252;41750;938;5896;6850;-363;1002;-5059;38;-2000;-800;-2698;306;291;18;71;35;0;426;2809;17;4924;1224;702;508;229;265
France;Données consolidées;2019-07-04;17:15;2019-07-04T17:15:00+02:00;;52550;52450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France;Données consolidées;2019-07-04;18:30;2019-07-04T18:30:00+02:00;53095;52800;52800;120;25;3833;41730;1029;3200;8488;-25;1020;-6325;42;-2000;-800;-2675;-315;-278;18;68;29;180;416;3222;15;5131;1592;1765;506;231;283
France;Données consolidées;2019-07-04;19:30;2019-07-04T19:30:00+02:00;53098;52800;52800;117;25;3592;41858;1130;1699;9810;-25;1031;-6140;40;-2000;-800;-2675;641;-1193;18;66;29;-1;413;3165;15;5555;2363;1891;514;232;284
France;Données consolidées;2019-07-04;20:30;2019-07-04T20:30:00+02:00;50369;49500;49500;126;25;3505;41611;1315;513;9899;-25;1032;-7633;41;-2000;-800;-2675;91;-1779;18;72;31;-1;415;3077;15;5537;2494;1868;514;233;285
France;Données consolidées;2019-07-04;22:30;2019-07-04T22:30:00+02:00;49514;49200;49200;130;25;3470;41743;2504;2;7832;-26;1058;-7224;42;-2000;-300;-2675;41;-741;18;73;30;-1;424;3032;15;5173;1800;859;537;238;283
France;Données consolidées;2019-07-04;23:00;2019-07-04T23:00:00+02:00;51855;51900;51900;131;25;3490;41730;2729;2;9011;-26;1062;-6298;41;-2000;-850;-2776;128;-932;19;72;29;-1;425;3051;15;5107;1910;1994;539;238;284
France;Données consolidées;2019-07-05;01:30;2019-07-05T01:30:00+02:00;43197;43300;43800;127;21;3258;41620;2556;1;6134;-1135;1071;-10456;43;-1802;-900;-2776;-1955;-2418;18;73;29;-1;435;2809;15;4535;1347;253;545;240;285
France;Données consolidées;2019-07-05;02:00;2019-07-05T02:00:00+02:00;42349;42800;43600;126;22;3155;41148;2387;0;5711;-1151;1069;-10117;43;-1704;-742;-2776;-2044;-2814;19;73;29;-1;438;2703;15;4540;1025;146;545;239;285
